age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
38.0,Male,Married,Graduate,62900.0,Private,2.4,Startup,Rented,17900.0,3,2,0.0,0.0,7700.0,18100.0,10600.0,No,0.0,695.0,63600.0,30600.0,E-commerce Shopping EMI,132000.0,16,Not_Eligible,3440.0
32.0,Male,Married,Graduate,65700.0,Private,2.7,Mid-size,Own,0.0,4,3,0.0,0.0,8000.0,13200.0,8900.0,No,0.0,717.0,302800.0,86800.0,Home Appliances EMI,215000.0,20,Eligible,17800.0
48.0,Female,Married,High School,34500.0,Government,5.5,Large Indian,Rented,12000.0,2,1,0.0,0.0,1900.0,5400.0,3300.0,Yes,4000.0,827.0,220300.0,124100.0,Home Appliances EMI,121000.0,35,Not_Eligible,4014.78
27.0,Male,Married,Graduate,34300.0,Private,5.0,Mid-size,Own,0.0,4,3,0.0,9700.0,2600.0,9100.0,4800.0,No,0.0,697.0,120000.0,70000.0,E-commerce Shopping EMI,106000.0,12,Not_Eligible,4050.0
32.0,Male,Married,Post Graduate,67100.0,Government,0.6,MNC,Own,0.0,5,4,7100.0,0.0,9300.0,16300.0,3400.0,Yes,7600.0,658.0,61600.0,24300.0,Vehicle EMI,1432000.0,45,Not_Eligible,6552.0
48.0,Male,Married,Graduate,20500.0,Private,20.0,Large Indian,Rented,5800.0,4,3,2200.0,9800.0,2800.0,3900.0,1900.0,No,0.0,662.0,137500.0,44400.0,Vehicle EMI,246000.0,26,Not_Eligible,500.0
48.0,Male,Married,Post Graduate,74400.0,Private,6.3,Startup,Rented,16700.0,2,1,5400.0,0.0,5700.0,12900.0,12800.0,No,0.0,703.0,175700.0,63400.0,Vehicle EMI,332000.0,77,Eligible,10450.0
38.0,Male,Married,Post Graduate,57800.0,Government,0.6,MNC,Rented,12300.0,2,1,0.0,0.0,5500.0,9400.0,10700.0,Yes,7500.0,600.0,318500.0,189000.0,E-commerce Shopping EMI,118000.0,14,Not_Eligible,3472.0
27.0,Female,Single,High School,59600.0,Private,0.5,Large Indian,Rented,9500.0,2,1,0.0,0.0,4700.0,15900.0,3300.0,No,0.0,626.0,265100.0,115100.0,Vehicle EMI,648000.0,12,Not_Eligible,8384.0
32.0,Female,Married,Post Graduate,57400.0,Private,0.5,Mid-size,Rented,18400.0,4,3,9300.0,0.0,5800.0,15900.0,4600.0,Yes,6000.0,780.0,72000.0,42600.0,Home Appliances EMI,290000.0,29,Not_Eligible,500.0
38.0,Male,Married,Graduate,26300.0,Self-employed,0.5,Mid-size,Rented,9100.0,2,1,4000.0,9400.0,3100.0,5000.0,5000.0,Yes,4600.0,691.0,164300.0,39500.0,Vehicle EMI,1398000.0,81,Not_Eligible,500.0
32.0,Female,Single,High School,33600.0,Government,3.0,MNC,Own,0.0,2,1,14000.0,17500.0,4200.0,8300.0,3300.0,No,0.0,764.0,192600.0,91100.0,Home Appliances EMI,279000.0,25,Not_Eligible,500.0
38.0,Male,Married,High School,38900.0,Government,11.9,MNC,Rented,6900.0,3,2,6900.0,22700.0,3000.0,8400.0,7600.0,Yes,5200.0,713.0,24600.0,12900.0,Education EMI,401000.0,40,Not_Eligible,500.0
48.0,Female,Married,Graduate,47500.0,Private,9.0,Large Indian,Own,0.0,3,2,0.0,0.0,5900.0,8800.0,4000.0,No,0.0,824.0,74500.0,41200.0,Vehicle EMI,474000.0,22,Not_Eligible,13824.0
58.0,Male,Single,Graduate,18000.0,Private,36.0,Mid-size,Rented,3000.0,1,0,0.0,0.0,1100.0,4500.0,2100.0,Yes,3700.0,747.0,59600.0,32400.0,Personal Loan EMI,113000.0,19,Not_Eligible,1260.0
37.0,Female,Married,Graduate,50936.0,Private,5.4,Mid-size,Own,0.0,4,3,0.0,0.0,5100.0,12600.0,2700.0,No,0.0,770.0,327100.0,178300.0,E-commerce Shopping EMI,85000.0,20,Eligible,19602.0
48.0,Male,Married,Professional,88900.0,Private,3.8,MNC,Own,0.0,4,3,0.0,19900.0,12300.0,15800.0,13900.0,No,0.0,763.0,365200.0,180700.0,E-commerce Shopping EMI,48000.0,23,Eligible,16200.0
32.0,Male,Single,Graduate,50300.0,Private,1.1,Startup,Own,0.0,3,2,0.0,0.0,7500.0,14500.0,3400.0,No,0.0,714.0,135400.0,72300.0,Vehicle EMI,1371000.0,13,Not_Eligible,12450.0
48.0,Male,Married,Post Graduate,52300.0,Private,7.3,MNC,Family,0.0,3,2,6000.0,0.0,6900.0,8200.0,8700.0,Yes,10600.0,729.0,352100.0,99400.0,Home Appliances EMI,174000.0,24,Not_Eligible,4581.5
38.0,Male,Married,Professional,38900.0,Private,1.8,MNC,Rented,10900.0,2,1,0.0,23600.0,4600.0,7900.0,5600.0,No,0.0,677.0,256100.0,63100.0,Personal Loan EMI,228000.0,28,Not_Eligible,500.0
38.0,Female,Married,High School,42800.0,Private,0.5,Mid-size,Rented,8000.0,2,1,3200.0,0.0,3800.0,6400.0,3800.0,No,0.0,790.0,158200.0,44900.0,Home Appliances EMI,57000.0,14,Eligible,8448.0
48.0,Female,Married,Post Graduate,63200.0,Private,7.0,Large Indian,Own,0.0,4,3,14400.0,22800.0,3900.0,15900.0,10200.0,No,0.0,675.0,452600.0,268200.0,Vehicle EMI,1186000.0,69,Not_Eligible,500.0
38.0,Male,Married,Post Graduate,65500.0,Private,0.6,Mid-size,Rented,18100.0,3,2,0.0,0.0,7000.0,17200.0,12200.0,Yes,8700.0,610.0,203800.0,96000.0,E-commerce Shopping EMI,73000.0,3,Not_Eligible,515.2
38.0,Male,Married,Professional,67600.0,Government,1.6,MNC,Family,0.0,4,3,7700.0,0.0,8400.0,15800.0,9100.0,No,0.0,850.0,373200.0,218500.0,E-commerce Shopping EMI,190000.0,11,Not_Eligible,15960.0
27.0,Female,Single,Graduate,52900.0,Private,5.0,Large Indian,Family,0.0,2,1,0.0,0.0,4800.0,11900.0,9400.0,No,0.0,597.0,276500.0,111900.0,Vehicle EMI,1064000.0,56,Not_Eligible,10720.0
32.0,Male,Single,Post Graduate,107400.0,Private,2.5,MNC,Own,0.0,3,2,10400.0,0.0,5600.0,19200.0,6400.0,Yes,10900.0,610.0,293700.0,94200.0,Education EMI,59000.0,32,Eligible,15372.0
38.0,Male,Married,Post Graduate,83300.0,Private,9.7,Large Indian,Family,0.0,3,2,6800.0,17300.0,5000.0,21300.0,6900.0,No,0.0,850.0,129100.0,55100.0,E-commerce Shopping EMI,20000.0,5,Eligible,12480.0
38.0,Male,Married,Graduate,39100.0,Private,1.8,MNC,Family,0.0,3,2,0.0,0.0,4900.0,8200.0,6200.0,Yes,9100.0,582.0,138600.0,64100.0,E-commerce Shopping EMI,153000.0,12,Not_Eligible,2996.0
27.0,Female,Married,Post Graduate,82200.0,Self-employed,5.0,Mid-size,Rented,27800.0,3,2,12300.0,0.0,10200.0,20900.0,12500.0,No,0.0,716.0,41900.0,12900.0,E-commerce Shopping EMI,41000.0,20,Not_Eligible,500.0
32.0,Male,Single,Graduate,53900.0,Private,6.7,MNC,Own,0.0,1,0,0.0,0.0,6400.0,10200.0,3300.0,No,0.0,705.0,259100.0,129300.0,E-commerce Shopping EMI,115000.0,3,Not_Eligible,17000.0
38.0,Male,Single,High School,61700.0,Private,0.5,MNC,Own,0.0,2,1,0.0,0.0,5000.0,14500.0,4900.0,No,0.0,651.0,428700.0,147800.0,Home Appliances EMI,274000.0,23,High_Risk,16412.0
38.0,Male,Married,Professional,38800.0,Self-employed,12.2,Mid-size,Own,0.0,3,2,10000.0,5400.0,5100.0,6900.0,5500.0,No,0.0,672.0,249200.0,81300.0,E-commerce Shopping EMI,63000.0,9,Not_Eligible,2920.5
48.0,Female,Married,High School,36600.0,Private,0.5,Startup,Own,0.0,3,2,13200.0,9200.0,3400.0,10800.0,3500.0,No,0.0,666.0,45300.0,18100.0,Home Appliances EMI,82000.0,23,Not_Eligible,500.0
58.0,Female,Single,High School,21400.0,Private,12.1,Mid-size,Rented,6400.0,3,2,0.0,19300.0,2000.0,5100.0,3400.0,Yes,5100.0,751.0,62100.0,33600.0,Vehicle EMI,156000.0,13,Not_Eligible,500.0
48.0,Male,Married,Graduate,51900.0,Self-employed,5.1,MNC,Rented,16900.0,4,3,8900.0,0.0,5500.0,15500.0,4100.0,Yes,14800.0,690.0,251000.0,89200.0,Vehicle EMI,123000.0,69,Not_Eligible,500.0
48.0,Female,Married,Graduate,54200.0,Private,0.5,Startup,Rented,9700.0,2,1,9400.0,0.0,6700.0,12000.0,3000.0,Yes,8600.0,655.0,211200.0,48300.0,Education EMI,442000.0,44,Not_Eligible,1344.0
32.0,Male,Married,Graduate,74500.0,Private,0.7,Mid-size,Own,0.0,3,2,0.0,20500.0,5200.0,20100.0,9900.0,Yes,15200.0,691.0,230600.0,49300.0,E-commerce Shopping EMI,119000.0,9,Not_Eligible,1008.0
38.0,Male,Married,Graduate,56000.0,Private,6.5,Large Indian,Family,0.0,3,2,9000.0,0.0,3000.0,13100.0,10000.0,No,0.0,726.0,48700.0,12400.0,E-commerce Shopping EMI,140000.0,5,Not_Eligible,8360.0
48.0,Female,Married,High School,48600.0,Private,13.8,Startup,Own,0.0,5,4,11200.0,0.0,5100.0,7800.0,5800.0,No,0.0,729.0,330000.0,150200.0,Home Appliances EMI,184000.0,32,Eligible,10285.0
48.0,Female,Married,Graduate,62700.0,Private,7.4,MNC,Own,0.0,3,2,0.0,20300.0,6400.0,16900.0,5000.0,No,0.0,734.0,425400.0,187500.0,Education EMI,144000.0,8,Not_Eligible,7755.0
32.0,Male,Married,Post Graduate,83400.0,Private,1.1,MNC,Rented,17600.0,4,3,10600.0,0.0,4400.0,18500.0,7000.0,No,0.0,754.0,129800.0,52700.0,Home Appliances EMI,172000.0,25,Eligible,12144.0
38.0,Male,Married,Graduate,39800.0,Government,2.9,Startup,Own,0.0,2,1,0.0,16700.0,5000.0,11300.0,2200.0,No,0.0,709.0,110200.0,64700.0,Vehicle EMI,1007000.0,56,Not_Eligible,2300.0
32.0,Female,Single,Post Graduate,44400.0,Private,2.1,Startup,Own,0.0,2,1,7900.0,22600.0,4900.0,9300.0,2500.0,Yes,7800.0,679.0,241600.0,82300.0,E-commerce Shopping EMI,190000.0,17,Not_Eligible,500.0
38.0,Female,Married,Graduate,55700.0,Private,7.1,Large Indian,Own,0.0,3,2,7000.0,9100.0,2800.0,13600.0,3400.0,No,0.0,665.0,101700.0,38000.0,E-commerce Shopping EMI,100000.0,15,High_Risk,7920.0
48.0,Male,Married,Post Graduate,43600.0,Private,0.5,Mid-size,Family,0.0,4,3,0.0,0.0,5500.0,9600.0,6100.0,Yes,10800.0,595.0,65600.0,23900.0,Vehicle EMI,193000.0,13,Not_Eligible,2078.72
32.0,Male,Married,Graduate,42700.0,Private,6.9,Large Indian,Own,0.0,2,1,0.0,0.0,4400.0,10500.0,5400.0,Yes,12100.0,608.0,159600.0,67900.0,Vehicle EMI,1104000.0,46,Not_Eligible,2884.0
32.0,Female,Married,Graduate,34300.0,Private,10.0,Startup,Family,0.0,3,2,0.0,0.0,1900.0,9400.0,4500.0,No,0.0,720.0,111600.0,59500.0,Education EMI,189000.0,13,Not_Eligible,9250.0
32.0,Male,Married,Graduate,88400.0,Private,2.8,Large Indian,Own,0.0,3,2,0.0,0.0,11900.0,20100.0,13400.0,No,0.0,735.0,656700.0,216700.0,Personal Loan EMI,599000.0,15,Not_Eligible,23650.0
48.0,Male,Married,High School,34300.0,Self-employed,6.3,Startup,Own,0.0,4,3,3800.0,15100.0,4600.0,9300.0,6700.0,Yes,4800.0,744.0,267500.0,116900.0,Vehicle EMI,1442000.0,34,Not_Eligible,500.0
38.0,Male,Married,Professional,70900.0,Private,4.0,Mid-size,Own,0.0,3,2,6800.0,0.0,6000.0,12600.0,13000.0,No,0.0,700.0,337500.0,84800.0,Vehicle EMI,359000.0,68,Eligible,16250.0
32.0,Female,Married,High School,39900.0,Private,0.7,Large Indian,Own,0.0,4,3,4200.0,0.0,2700.0,6400.0,4400.0,Yes,10200.0,692.0,157000.0,40200.0,Vehicle EMI,887000.0,47,Not_Eligible,3360.0
32.0,Male,Married,Graduate,66300.0,Private,2.9,Mid-size,Rented,14700.0,4,3,0.0,0.0,6400.0,10700.0,9100.0,No,0.0,678.0,464400.0,273100.0,Personal Loan EMI,175000.0,58,Eligible,13970.0
48.0,Male,Married,Graduate,52500.0,Private,23.8,Startup,Family,0.0,2,1,6000.0,0.0,3700.0,8600.0,8600.0,Yes,12300.0,761.0,229700.0,97200.0,E-commerce Shopping EMI,47000.0,11,High_Risk,5586.0
48.0,Male,Married,Graduate,40300.0,Government,12.8,Mid-size,Rented,10300.0,5,4,9100.0,0.0,2700.0,11000.0,2300.0,No,0.0,763.0,134700.0,74300.0,Personal Loan EMI,421000.0,40,Not_Eligible,3234.0
48.0,Female,Married,Graduate,18000.0,Private,15.3,Small,Rented,6200.0,3,2,0.0,5000.0,1300.0,3500.0,3400.0,Yes,2600.0,578.0,56900.0,21400.0,Home Appliances EMI,226000.0,7,Not_Eligible,500.0
38.0,Male,Married,Graduate,58600.0,Private,0.8,Large Indian,Rented,15200.0,4,3,7200.0,0.0,7800.0,15700.0,8900.0,No,0.0,785.0,272900.0,115800.0,Education EMI,362000.0,34,Not_Eligible,1824.0
27.0,Male,Married,Professional,101700.0,Private,0.5,Mid-size,Rented,19400.0,3,2,0.0,0.0,8100.0,19700.0,10300.0,Yes,23500.0,670.0,461300.0,230600.0,Education EMI,190000.0,7,Not_Eligible,5796.0
38.0,Female,Married,Graduate,93900.0,Private,4.5,Large Indian,Own,0.0,3,2,0.0,0.0,10300.0,27000.0,9600.0,No,0.0,742.0,404900.0,193700.0,Home Appliances EMI,188000.0,20,Eligible,23500.0
58.0,Male,Married,Professional,48900.0,Private,27.7,Startup,Rented,11800.0,3,2,11500.0,22900.0,5800.0,11200.0,5000.0,Yes,6800.0,671.0,154800.0,76200.0,E-commerce Shopping EMI,44000.0,17,Not_Eligible,500.0
32.0,Male,Single,Graduate,11852.0,Self-employed,6.0,MNC,Rented,24000.0,3,2,4700.0,0.0,7900.0,17500.0,10200.0,Yes,12900.0,688.0,482300.0,225200.0,Education EMI,250000.0,9,Not_Eligible,500.0
38.0,Male,Married,Graduate,31500.0,Private,3.7,Startup,Family,0.0,3,2,0.0,17900.0,4700.0,5200.0,4800.0,Yes,5400.0,603.0,237700.0,85300.0,Education EMI,437000.0,46,Not_Eligible,500.0
38.0,Male,Married,Graduate,46300.0,Private,2.4,Mid-size,Own,0.0,3,2,2400.0,14800.0,2700.0,9300.0,5300.0,Yes,6400.0,713.0,332500.0,109500.0,E-commerce Shopping EMI,186000.0,24,Not_Eligible,2079.0
38.0,Male,Single,Graduate,81600.0,Private,3.1,MNC,Rented,18200.0,2,1,0.0,0.0,11800.0,12800.0,5000.0,No,0.0,733.0,98300.0,48000.0,Personal Loan EMI,473000.0,37,Not_Eligible,13520.0
27.0,Male,Single,Graduate,55600.0,Government,0.5,Small,Family,0.0,1,0,0.0,0.0,7700.0,10600.0,10300.0,No,0.0,737.0,343200.0,112200.0,Vehicle EMI,1067000.0,16,Not_Eligible,14850.0
27.0,Female,Married,Graduate,95400.0,Private,1.7,Large Indian,Family,0.0,2,1,0.0,22900.0,9600.0,18000.0,7600.0,No,0.0,724.0,572900.0,303100.0,Vehicle EMI,604000.0,32,Not_Eligible,20515.0
32.0,Female,Single,Graduate,43600.0,Government,2.5,Large Indian,Own,0.0,2,1,0.0,0.0,6100.0,13000.0,2600.0,No,0.0,787.0,190600.0,98300.0,Education EMI,220000.0,32,Eligible,13140.0
32.0,Male,Married,Post Graduate,416265.0,Private,4.4,Large Indian,Rented,19000.0,2,1,6500.0,0.0,8700.0,18500.0,9200.0,No,0.0,634.0,64800.0,14200.0,Vehicle EMI,858000.0,62,Not_Eligible,4128.0
32.0,Female,Single,Graduate,49100.0,Private,9.4,Large Indian,Own,0.0,1,0,0.0,0.0,6900.0,12400.0,5000.0,No,0.0,789.0,288900.0,62500.0,Personal Loan EMI,417000.0,12,Not_Eligible,14880.0
48.0,Male,Married,High School,8288.0,Private,18.2,Startup,Rented,3800.0,3,2,2400.0,9700.0,1300.0,4600.0,2500.0,No,0.0,703.0,122700.0,40100.0,Personal Loan EMI,111000.0,41,Not_Eligible,500.0
48.0,Male,Married,High School,28500.0,Government,6.0,MNC,Family,0.0,3,2,7700.0,0.0,1500.0,4300.0,2400.0,No,0.0,796.0,38900.0,13400.0,E-commerce Shopping EMI,136000.0,23,Not_Eligible,6652.8
32.0,Male,Married,Graduate,71700.0,Private,0.5,Large Indian,Own,0.0,4,3,14600.0,7700.0,7700.0,20700.0,9900.0,No,0.0,752.0,102900.0,24500.0,Home Appliances EMI,294000.0,21,Not_Eligible,4262.4
48.0,Female,Married,Post Graduate,49400.0,Private,26.0,Mid-size,Rented,9300.0,4,3,6100.0,0.0,4400.0,11900.0,2900.0,No,0.0,746.0,124100.0,59800.0,E-commerce Shopping EMI,96000.0,11,Not_Eligible,7400.0
32.0,Male,Married,Graduate,41200.0,Private,2.5,Mid-size,Own,0.0,2,1,11000.0,0.0,5900.0,7500.0,4000.0,No,0.0,632.0,262500.0,149200.0,Home Appliances EMI,174000.0,31,Not_Eligible,5632.0
27.0,Male,Married,High School,48400.0,Private,1.5,Startup,Family,0.0,3,2,0.0,0.0,2700.0,14300.0,9400.0,Yes,6900.0,663.0,205200.0,60000.0,Home Appliances EMI,97000.0,20,Not_Eligible,5285.0
48.0,Male,Married,Graduate,36800.0,Private,0.5,MNC,Family,9448.0,3,2,7000.0,13300.0,3100.0,10000.0,2900.0,No,0.0,676.0,25700.0,15300.0,E-commerce Shopping EMI,76000.0,9,Not_Eligible,500.0
32.0,Male,Single,High School,38300.0,Government,1.1,Mid-size,Own,0.0,3,2,12100.0,0.0,3900.0,7600.0,3100.0,Yes,5100.0,672.0,123900.0,26100.0,E-commerce Shopping EMI,31000.0,20,Eligible,2275.0
38.0,Female,Married,Post Graduate,31100.0,Private,5.6,Large Indian,Rented,8600.0,3,2,0.0,0.0,2900.0,5200.0,4000.0,No,0.0,722.0,245600.0,103400.0,Personal Loan EMI,167000.0,20,Not_Eligible,5720.0
32.0,Male,Single,Post Graduate,68100.0,Private,10.0,Large Indian,Rented,11200.0,1,0,0.0,0.0,4200.0,11500.0,11900.0,Yes,10100.0,757.0,377300.0,161400.0,Personal Loan EMI,722000.0,18,Not_Eligible,8064.0
48.0,Male,Married,Graduate,48600.0,Private,26.0,MNC,Rented,10100.0,4,3,13100.0,0.0,3900.0,7600.0,3500.0,No,0.0,711.0,250700.0,133900.0,E-commerce Shopping EMI,63000.0,10,Not_Eligible,5200.0
27.0,Male,Single,Graduate,115000.0,Private,2.7,MNC,Own,0.0,2,1,0.0,0.0,14300.0,20100.0,13800.0,Yes,17600.0,671.0,105200.0,40800.0,Personal Loan EMI,339000.0,41,High_Risk,13776.0
58.0,Male,Married,Graduate,92700.0,Private,8.1,Large Indian,Family,0.0,3,2,0.0,23700.0,11300.0,27700.0,11600.0,Yes,11800.0,631.0,347000.0,156200.0,E-commerce Shopping EMI,33000.0,3,Not_Eligible,1848.0
38.0,Male,Married,Post Graduate,123600.0,Private,0.5,MNC,Rented,20900.0,4,3,8700.0,0.0,9700.0,24300.0,14800.0,Yes,29400.0,622.0,898900.0,470700.0,Personal Loan EMI,126000.0,33,Not_Eligible,3893.12
32.0,Female,Married,Professional,74100.0,Government,0.5,Large Indian,Family,0.0,3,2,2300.0,0.0,5600.0,11600.0,7000.0,No,0.0,581.0,563000.0,164300.0,Personal Loan EMI,284000.0,28,Eligible,20944.0
38.0,Male,Married,Graduate,56000.0,Private,2.8,MNC,Family,0.0,2,1,13200.0,0.0,7000.0,13100.0,8500.0,No,0.0,800.0,348200.0,121900.0,Personal Loan EMI,110000.0,24,Eligible,9372.0
38.0,Male,Married,Graduate,42400.0,Private,4.5,MNC,Rented,10500.0,4,3,11500.0,0.0,3900.0,7700.0,8500.0,No,0.0,734.0,291200.0,151300.0,Home Appliances EMI,240000.0,30,Not_Eligible,500.0
38.0,Male,Married,Graduate,29400.0,Private,8.8,Large Indian,Rented,5900.0,3,2,12000.0,0.0,4000.0,4700.0,5100.0,Yes,5200.0,625.0,212500.0,112500.0,Education EMI,183000.0,30,Not_Eligible,500.0
48.0,Female,Married,Post Graduate,81200.0,Private,6.0,Large Indian,Own,0.0,3,2,0.0,14500.0,8600.0,12600.0,7000.0,Yes,16300.0,726.0,212300.0,116200.0,Education EMI,129000.0,36,Eligible,7770.0
27.0,Male,Single,Professional,55200.0,Self-employed,0.5,Large Indian,Rented,13500.0,2,1,12000.0,0.0,4500.0,13800.0,3900.0,Yes,12200.0,565.0,374500.0,224100.0,E-commerce Shopping EMI,34000.0,7,Not_Eligible,500.0
38.0,Female,Married,Graduate,493084.0,Government,8.1,Large Indian,Family,0.0,2,1,9400.0,0.0,1800.0,8000.0,3100.0,No,0.0,765.0,201200.0,84900.0,E-commerce Shopping EMI,102000.0,5,Not_Eligible,4864.2
32.0,Female,Married,Graduate,46800.0,Private,2.8,Mid-size,Rented,14800.0,2,1,5600.0,10800.0,4500.0,13600.0,3300.0,No,0.0,757.0,28700.0,9000.0,Personal Loan EMI,813000.0,58,Not_Eligible,500.0
38.0,Male,Married,Post Graduate,23400.0,Government,3.1,MNC,Own,0.0,3,2,12700.0,21800.0,2700.0,5900.0,1700.0,No,0.0,721.0,17000.0,7700.0,E-commerce Shopping EMI,57000.0,6,Not_Eligible,500.0
48.0,Female,Married,Post Graduate,110300.0,Private,0.7,MNC,Family,0.0,2,1,6800.0,10800.0,12400.0,17300.0,12200.0,Yes,27700.0,807.0,209100.0,75500.0,Education EMI,367000.0,22,Not_Eligible,6209.28
27.0,Female,Single,Graduate,74800.0,Private,4.4,Large Indian,Rented,14600.0,3,2,0.0,8500.0,10200.0,19200.0,13300.0,No,0.0,625.0,570700.0,124800.0,Personal Loan EMI,456000.0,53,Not_Eligible,3960.0
38.0,Male,Married,Graduate,49900.0,Private,16.0,Mid-size,Rented,11300.0,5,4,13400.0,22900.0,2700.0,14200.0,5300.0,No,0.0,642.0,349800.0,178300.0,E-commerce Shopping EMI,99000.0,7,Not_Eligible,500.0
32.0,Male,Single,Graduate,47700.0,Private,6.0,Mid-size,Rented,12200.0,2,1,14300.0,0.0,3700.0,10500.0,9100.0,No,0.0,767.0,346300.0,73300.0,E-commerce Shopping EMI,166000.0,19,Not_Eligible,500.0
48.0,Female,Single,Post Graduate,69400.0,Private,0.5,Mid-size,Rented,15300.0,3,2,14800.0,0.0,8000.0,17500.0,5500.0,No,0.0,647.0,535600.0,171200.0,Vehicle EMI,640000.0,66,Not_Eligible,2921.6
48.0,Female,Married,Graduate,42300.0,Self-employed,15.6,Large Indian,Family,0.0,3,2,5000.0,0.0,2600.0,7300.0,3200.0,No,0.0,753.0,267900.0,112000.0,Home Appliances EMI,233000.0,20,High_Risk,14374.8
32.0,Female,Married,Graduate,21500.0,Self-employed,0.5,MNC,Own,0.0,4,3,13100.0,0.0,2300.0,3900.0,3100.0,No,0.0,677.0,170900.0,49500.0,Personal Loan EMI,203000.0,42,Not_Eligible,500.0
48.0,Male,Single,Graduate,22300.0,Private,1.0,Mid-size,Rented,7000.0,1,0,0.0,0.0,2800.0,4600.0,1900.0,No,0.0,643.0,100600.0,25700.0,Education EMI,203000.0,34,Not_Eligible,2400.0
38.0,Male,Married,Graduate,39600.0,Government,3.5,Mid-size,Rented,13100.0,2,1,11600.0,16700.0,5900.0,7700.0,4700.0,Yes,8600.0,689.0,270000.0,128800.0,Education EMI,427000.0,39,Not_Eligible,500.0
38.0,Male,Married,Graduate,110200.0,Private,0.5,Large Indian,Family,0.0,3,2,0.0,7200.0,8300.0,27400.0,21800.0,Yes,25200.0,696.0,774500.0,361700.0,Personal Loan EMI,468000.0,18,Not_Eligible,6252.4
48.0,Male,Married,Graduate,42700.0,Self-employed,6.7,Large Indian,Own,0.0,4,3,0.0,0.0,5900.0,9100.0,6700.0,Yes,9000.0,648.0,176900.0,89100.0,Personal Loan EMI,237000.0,25,Not_Eligible,3024.0
38.0,Male,Married,High School,66200.0,Private,5.1,MNC,Rented,15200.0,4,3,2300.0,20300.0,5800.0,12000.0,4600.0,No,0.0,718.0,44200.0,25900.0,E-commerce Shopping EMI,90000.0,21,Not_Eligible,2400.0
38.0,Male,Married,Professional,128100.0,Private,10.5,Startup,Family,0.0,4,3,0.0,0.0,17300.0,25400.0,24800.0,Yes,14500.0,697.0,746900.0,393900.0,E-commerce Shopping EMI,116000.0,18,Eligible,16135.0
38.0,Male,Married,Post Graduate,100400.0,Private,10.3,Large Indian,Own,0.0,2,1,3500.0,24600.0,12800.0,15600.0,19200.0,Yes,16900.0,774.0,147600.0,62600.0,Vehicle EMI,869000.0,12,Not_Eligible,2620.8
27.0,Female,Single,Post Graduate,102700.0,Private,1.1,Large Indian,Own,0.0,1,0,0.0,0.0,10300.0,27300.0,20200.0,No,0.0,808.0,112200.0,41000.0,Personal Loan EMI,274000.0,30,Eligible,21552.0
38.0,Male,Married,Professional,57500.0,Private,3.5,Mid-size,Family,0.0,3,2,11900.0,0.0,8200.0,14100.0,7300.0,Yes,12100.0,623.0,339800.0,84500.0,Education EMI,420000.0,12,Not_Eligible,1092.0
27.0,Male,Married,High School,37300.0,Private,0.5,Large Indian,Rented,9900.0,4,3,10000.0,19200.0,3900.0,8200.0,6500.0,No,0.0,630.0,126800.0,55800.0,E-commerce Shopping EMI,140000.0,14,Not_Eligible,500.0
27.0,Male,Single,Professional,107700.0,Private,0.5,Large Indian,Rented,20600.0,2,1,8600.0,0.0,11900.0,26500.0,15100.0,No,0.0,640.0,700300.0,199000.0,Personal Loan EMI,946000.0,44,Not_Eligible,8800.0
48.0,Male,Single,Graduate,36300.0,Private,8.7,Large Indian,Rented,7700.0,1,0,0.0,0.0,3100.0,6000.0,3700.0,Yes,9500.0,685.0,53700.0,14300.0,Vehicle EMI,721000.0,51,Not_Eligible,1764.0
38.0,Male,Married,Post Graduate,63500.0,Private,1.0,Large Indian,Rented,14200.0,2,1,5900.0,0.0,6900.0,18700.0,4900.0,No,0.0,616.0,61100.0,18000.0,E-commerce Shopping EMI,83000.0,3,Not_Eligible,4128.0
38.0,Female,Single,Graduate,84400.0,Private,1.1,Large Indian,Rented,22500.0,1,0,0.0,0.0,12400.0,25100.0,13100.0,No,0.0,671.0,238100.0,125100.0,E-commerce Shopping EMI,140000.0,15,Not_Eligible,5650.0
32.0,Male,Single,Graduate,36300.0,Private,1.9,Large Indian,Own,0.0,2,1,3600.0,0.0,2000.0,10700.0,2500.0,No,0.0,684.0,214500.0,106300.0,Education EMI,131000.0,38,Eligible,8750.0
32.0,Male,Married,High School,71200.0,Private,5.3,MNC,Rented,14300.0,3,2,4100.0,0.0,6500.0,14900.0,10300.0,No,0.0,721.0,514300.0,190000.0,Education EMI,498000.0,8,Not_Eligible,11605.0
38.0,Male,Married,High School,50500.0,Private,0.5,MNC,Rented,14700.0,5,4,3300.0,0.0,5000.0,12300.0,4100.0,No,0.0,777.0,128200.0,27000.0,Personal Loan EMI,568000.0,35,Not_Eligible,5328.0
38.0,Male,Married,Graduate,69800.0,Private,16.0,Startup,Rented,18500.0,4,3,0.0,15200.0,8200.0,10900.0,13200.0,No,0.0,746.0,314000.0,136200.0,E-commerce Shopping EMI,114000.0,14,Not_Eligible,1900.0
